Name	Sex	Total	GroupPercentage	OverallPercentage	Genre
Sarah	F	392	1.66666666666667	0.714806710430343	Horror
Paul	M	374	1.19894851574021	0.681983953318745	Horror
Michael	M	349	1.11880489837789	0.636396790663749	Horror
Mary	F	331	1.40731292517007	0.603574033552152	Horror
Mark	M	317	1.01622106815413	0.578045222465354	Horror
Tom	M	317	1.01622106815413	0.578045222465354	Horror
Mike	M	307	0.984163621209207	0.559810357403355	Horror
Frank	M	278	0.891197025068924	0.506929248723559	Horror
Peter	M	264	0.846316599346028	0.481400437636761	Horror
Laura	F	228	0.969387755102041	0.415754923413567	Horror
Lisa	F	223	0.94812925170068	0.406637490882567	Horror
Alice	F	199	0.84608843537415	0.362873814733771	Horror
Anna	F	198	0.841836734693878	0.361050328227571	Horror
Rachel	F	195	0.829081632653061	0.355579868708972	Horror
Jennifer	F	186	0.790816326530612	0.339168490153173	Horror
Amy	F	185	0.78656462585034	0.337345003646973	Horror
Susan	F	174	0.739795918367347	0.317286652078775	Horror
Jack	M	195	1.48413121242104	0.832550593459141	Fantasy
John	M	184	1.4004109901819	0.7855862010076	Fantasy
David	M	139	1.05791917193089	0.593459140978567	Fantasy
Peter	M	125	0.951366161808357	0.533686277858424	Fantasy
Alice	F	119	1.16575235109718	0.508069336521219	Fantasy
Michael	M	119	0.905700586041556	0.508069336521219	Fantasy
Mary	F	118	1.15595611285266	0.503799846298352	Fantasy
Tom	M	117	0.890478727452622	0.499530356075485	Fantasy
Henry	M	111	0.844813151685821	0.47391341473828	Fantasy
Sarah	F	110	1.07758620689655	0.469643924515413	Fantasy
George	M	97	0.738260141563285	0.414140551618137	Fantasy
Anna	F	97	0.950235109717868	0.414140551618137	Fantasy
Adam	M	97	0.738260141563285	0.414140551618137	Fantasy
Paul	M	95	0.723038282974351	0.405601571172402	Fantasy
Maria	F	79	0.773902821316614	0.337289727606524	Fantasy
Jane	F	64	0.626959247648903	0.273247374263513	Fantasy
Rose	F	61	0.597570532915361	0.260438903594911	Fantasy
Sister	F	60	0.587774294670846	0.256169413372043	Fantasy
Kate	F	60	0.587774294670846	0.256169413372043	Fantasy
Laura	F	60	0.587774294670846	0.256169413372043	Fantasy
John	M	1549	1.14769645688544	0.662846774987269	Comedy
Jack	M	1329	0.98469244105923	0.568704560334462	Comedy
Paul	M	1189	0.880962612806188	0.508795878282675	Comedy
Tom	M	1135	0.840952536194301	0.485688243776986	Comedy
Peter	M	1111	0.823170279922351	0.475418183996679	Comedy
Joe	M	1110	0.822429352577686	0.474990264839167	Comedy
David	M	1110	0.822429352577686	0.474990264839167	Comedy
Mike	M	1066	0.789828549412445	0.456161821908605	Comedy
Mary	F	1043	1.076045352784	0.446319681285812	Comedy
George	M	988	0.732036216528607	0.42278412762261	Comedy
Frank	M	971	0.719440451669309	0.415509501944893 	Comedy
Anna	F	844	0.870740438877942	0.361163768940772 	Comedy
Maria	F	808	0.83359985143765	0.345758679270312 	Comedy
Sarah	F	745	0.76860382341714	0.318799772347008 	Comedy
Laura	F	657	0.677815720785317	0.281142886485885 	Comedy
Alice	F	638	0.658213744080719	0.273012422493143 	Comedy
Lisa	F	596	0.614883058733712	0.255039817877607 	Comedy
Jane	F	549	0.566393958464443	0.234927617474507 	Comedy
Kate	F	530	0.546791981759845	0.226797153481764 	Comedy
Julie	F	512	0.528221688039699	0.219094608646534 	Comedy
John	M	581	2.21105910111504	1.4204337090189	Adventure
Jack	M	369	1.4042698938235	0.902134317776202	Adventure
Jim	M	324	1.23301746774746	0.792117937559592	Adventure
Tom	M	310	1.17973893519047	0.75789061926998	Adventure
David	M	247	0.93998553868402	0.603867686966726	Adventure
Joe	M	229	0.871484568253606	0.559861134880082	Adventure
Bill	M	224	0.852456520911824	0.547637092633792	Adventure
James	M	213	0.810594816759904	0.520744199691954	Adventure
Mary	F	212	1.46885609367422	0.518299391242696	Adventure
Peter	M	209	0.795372378886479	0.510964965894922	Adventure
Sam	M	205	0.780149941013053	0.50118573209789	Adventure
Maria	F	170	1.17785630153121	0.41561743637386	Adventure
Jane	F	134	0.92842790826578	0.327604332200572	Adventure
Sarah	F	123	0.852213676990231	0.300711439258734	Adventure
Anna	F	115	0.796785145153468	0.28115297166467	Adventure
Alice	F	101	0.699785214439133	0.246925653375058	Adventure
Helen	F	101	0.699785214439133	0.246925653375058	Adventure
Laura	F	101	0.699785214439133	0.246925653375058	Adventure
Anne	F	87	0.602785283724797	0.212698335085446	Adventure
Kate	F	86	0.595856717245202	0.210253526636188	Adventure
John	M	381	2.28116393246318	1.42127056365875	Sci-Fi
Jack	M	210	1.25733445096396	0.78337747603238	Sci-Fi
David	M	210	1.25733445096396	0.78337747603238	Sci-Fi
James	M	179	1.07172793677404	0.667736039094266	Sci-Fi
Paul	M	157	0.940007184768291	0.585667922557541	Sci-Fi
Peter	M	153	0.916057957130883	0.570746446823591	Sci-Fi
Michael	M	146	0.874146808765417	0.544633864289178	Sci-Fi
Sarah	F	145	1.45261470647165	0.540903495355691	Sci-Fi
Sam	M	142	0.850197581128009	0.529712388555228	Sci-Fi
Frank	M	139	0.832235660399952	0.518521281754766	Sci-Fi
Tom	M	139	0.832235660399952	0.518521281754766	Sci-Fi
Anna	F	103	1.03185734321779	0.384228000149215	Sci-Fi
Mary	F	95	0.951713083550391	0.354385048681315	Sci-Fi
Lisa	F	88	0.881586856341415	0.328272466146902	Sci-Fi
Laura	F	84	0.841514726507714	0.313350990412952	Sci-Fi
Jane	F	82	0.821478661590864	0.305890252545977	Sci-Fi
Alice	F	80	0.801442596674013	0.298429514679002	Sci-Fi
Claire	F	75	0.751352434381887	0.279777670011564	Sci-Fi
Susan	F	75	0.751352434381887	0.279777670011564	Sci-Fi
Kate	F	74	0.741334401923462	0.276047301078077	Sci-Fi
John	M	321	3.49635116000436	2.2772417707151	History
George	M	152	1.65559307265004	1.0783200908059	History
Mary	F	141	3.27754532775453	1.00028376844495	History
William	M	139	1.51399629669971	0.986095346197503	History
Charles	M	134	1.45953599825727	0.950624290578888	History
Thomas	M	134	1.45953599825727	0.950624290578888	History
Maria	F	131	3.04509530450953	0.929341657207719	History
James	M	119	1.29615510292996	0.844211123723042	History
Robert	M	109	1.18723450604509	0.773269012485812	History
Henry	M	108	1.17634244635661	0.766174801362088	History
Anna	F	105	2.44072524407252	0.744892167990919	History
David	M	103	1.12188214791417	0.730703745743473	History
Richard	M	100	1.08920596884871	0.709421112372304	History
Elizabeth	F	93	2.16178521617852	0.659761634506243	History
Anne	F	78	1.81311018131102	0.553348467650397	History
Marie	F	75	1.74337517433752	0.532065834279228	History
Sarah	F	44	1.02278010227801	0.312145289443814	History
Margaret	F	37	0.860065086006509	0.262485811577753	History
Catherine	F	37	0.860065086006509	0.262485811577753	History
Eva	F	37	0.860065086006509	0.262485811577753	History
John	M	848	2.07112153184838	1.3730792273191	Action
Jack	M	652	1.59241891363814	1.05571657572176	Action
Frank	M	438	1.06975381008206	0.709208374487929	Action
Joe	M	413	1.00869480265729	0.668728444437248	Action
David	M	350	0.854826103946854	0.566719020709532	Action
Jim	M	348	0.849941383352872	0.563480626305478	Action
Mike	M	345	0.842614302461899	0.558623034699396	Action
Tom	M	339	0.827960140679953	0.548907851487233	Action
Michael	M	337	0.823075420085971	0.545669457083178	Action
James	M	334	0.815748339194998	0.540811865477096	Action
Mary	F	260	1.25822686798297	0.420991272527081	Action
Maria	F	199	0.963027487417731	0.32222024320342	Action
Sarah	F	185	0.895276809910956	0.299551482375038	Action
Anna	F	177	0.856562137049942	0.286597904758821	Action
Jane	F	166	0.803329461866047	0.268786735536521	Action
Lisa	F	160	0.774293457220287	0.259071552324358	Action
Helen	F	140	0.677506775067751	0.226687608283813	Action
Julie	F	134	0.64847077042199	0.216972425071649	Action
Kate	F	127	0.614595431668602	0.205638044657459	Action
Susan	F	125	0.604916763453349	0.202399650253404	Action
John	M	329	2.92055037727474	2.05972578726601	Western
Jim	M	322	2.85841100754549	2.01590183434546	Western
Bill	M	271	2.40568131380382	1.69661303449571	Western
Tom	M	254	2.25477141588992	1.5901834345458	Western
Marshal	M	242	2.14824678206835	1.51505665811056	Western
Jack	M	189	1.67776298268975	1.18324672885494	Western
Mary	F	188	4.06135234391877	1.17698616415201	Western
Sam	M	171	1.51797603195739	1.07055656420209	Western
Joe	M	170	1.50909897913893	1.06429599949915	Western
Bob	M	151	1.3404349755881	0.945345270143367	Western
Steve	M	145	1.28717265867732	0.90778188192575	Western
Jane	F	97	2.09548498595809	0.607274776184812	Western
Helen	F	76	1.64182328796716	0.475802917423152	Western
Ruth	F	72	1.55541153596889	0.450760658611407	Western
Molly	F	68	1.46899978397062	0.425718399799662	Western
Ann	F	68	1.46899978397062	0.425718399799662	Western
Betty	F	66	1.42579390797148	0.41319727039379	Western
Kate	F	66	1.42579390797148	0.41319727039379	Western
Sally	F	65	1.40419096997192	0.406936705690853	Western
Alice	F	63	1.36098509397278	0.394415576284981	Western
